chr,start,end,gene,transcript,strand,Ensembl_ID,lnTPM
chr22,37678494,37711389,CYTH4,NM_013385,+,ENSG00000100055,0.6259384308664954
chr22,24313553,24322019,DDT,NM_001355,-,ENSG00000099977,4.044628969976168
chr22,24309025,24314748,DDTL,NM_001084393,+,ENSG00000099974,0.8712933659434192
chr22,38879442,38902345,DDX17,NM_001098504,-,ENSG00000100201,4.457597821520956
chr22,32149936,32303020,DEPDC5,NM_001242897,+,ENSG00000100150,1.7833912195575383
chr22,24176689,24181199,DERL3,NM_001135751,-,ENSG00000099958,0.28517894223366247
chr22,41994031,42017061,DESI1,NM_015704,-,ENSG00000100418,2.1077860146889784
chr22,19117791,19132190,DGCR14,NM_022719,-,ENSG00000100056,1.264126727145683
chr22,19023794,19109967,DGCR2,NM_005137,-,ENSG00000070413,1.890095369948917
chr22,18893735,18899601,DGCR6,NM_005675,+,ENSG00000183628,1.463255402256019
chr22,20301760,20307628,DGCR6L,NM_033257,-,ENSG00000128185,3.392829131991639
chr22,20067754,20099400,DGCR8,NM_001190326,+,ENSG00000128191,1.6714733033535532
chr22,38914953,38966189,DMC1,NM_007068,-,ENSG00000100206,0.3220834991691132
chr22,41255553,41258130,DNAJB7,NM_145174,-,ENSG00000172404,0.0769610411361284
chr22,39174512,39190161,DNAL4,NM_005740,-,ENSG00000100246,1.5871923034867808
chr22,31795538,31830172,DRG1,NM_004147,+,ENSG00000185721,2.859339648648436
chr22,31058038,31063872,DUSP18,NM_152511,-,ENSG00000167065,0.6780335427498971
chr22,43924623,44208217,EFCAB6,NM_198856,-,ENSG00000186976,0.4252677354043441
chr22,36906896,36925277,EIF3D,NM_003753,-,ENSG00000100353,3.5522002551986827
chr22,38245378,38284789,EIF3L,NM_016091,+,ENSG00000100129,4.79752457848242
chr22,31835344,31885874,EIF4ENIF1,NM_001164502,-,ENSG00000184708,1.7298840655099674
chr22,37763999,37823505,ELFN2,NM_052906,-,ENSG00000166897,0.009950330853168092
chr22,29601900,29655586,EMID1,NM_001267895,+,ENSG00000186998,1.2892326482767593
chr22,40139048,40289794,ENTHD1,NM_152512,-,ENSG00000176177,0.0
chr22,41488613,41576081,EP300,NM_001429,+,ENSG00000100393,2.0731719286662407
chr22,29663997,29696515,EWSR1,NM_005243,+,ENSG00000182944,3.58933532377755
chr22,42470254,42475442,FAM109B,NM_001002034,+,ENSG00000177096,0.9932517730102834
chr22,50750391,50765489,FAM116B,NM_001001794,-,N/A,-inf
chr22,45705080,45737836,FAM118A,NM_001104595,+,ENSG00000100376,0.8712933659434192
chr22,48885287,49147744,FAM19A5,NM_001082967,+,ENSG00000219438,0.41871033485818504
chr22,24981590,24989035,FAM211B,NM_207644,-,ENSG00000178026,0.712949807856125
chr22,38974124,39052634,FAM227A,NM_001013647,-,ENSG00000184949,0.3576744442718159
chr22,40390952,40426043,FAM83F,NM_138435,+,ENSG00000133477,0.01980262729617973
chr22,45898718,45959242,FBLN1,NM_001996,+,ENSG00000077942,1.2149127443642704
chr22,32870706,32894818,FBXO7,NM_012179,+,ENSG00000100225,3.5339784928959737
chr22,36883232,36903148,FOXRED2,NM_001102371,-,ENSG00000100350,0.7701082216960737
chr22,17442826,17489112,GAB4,NM_001037814,-,N/A,-inf
chr22,30950623,30960876,GAL3ST1,NM_004861,-,ENSG00000128242,0.058268908123975824
chr22,38219388,38221502,GALR3,NM_003614,+,N/A,-inf
chr22,29702996,29708774,GAS2L1,NM_006478,+,ENSG00000185340,0.6678293725756554
chr22,30681106,30685616,GATSL3,NM_001037666,-,ENSG00000239282,1.3787660946990992
chr22,38203911,38212906,GCAT,NM_014291,+,ENSG00000100116,2.1162555148025524
chr22,38004480,38029571,GGA1,NM_001172687,+,ENSG00000100083,2.3813962734183356
chr22,24979717,25024972,GGT1,NM_013430,+,ENSG00000100031,0.20701416938432612
chr22,24615621,24641110,GGT5,NM_004121,-,ENSG00000099998,0.8754687373538999
chr22,22988781,22990368,GGTLC2,NM_199127,+,ENSG00000100121,0.0
chr22,23412668,23467221,GNAZ,NM_002073,+,ENSG00000128266,0.4574248470388755
chr22,19775933,19842462,GNB1L,NM_053004,-,ENSG00000185838,0.32930374714260047
chr22,19711065,19712297,GP1BB,NM_000407,+,N/A,-inf
chr22,47022657,47075688,GRAMD4,NM_015124,+,ENSG00000075240,1.3164082336557241
chr22,40297085,40367384,GRAP2,NM_004810,+,ENSG00000100351,0.1310282624064042
chr22,19136503,19137796,GSC2,NM_005315,-,ENSG00000063515,0.0
chr22,24376138,24384284,GSTT1,NM_000853,-,ENSG00000184674,-inf
chr22,24299600,24303393,GSTT2,NM_000854,-,ENSG00000099984,0.5481214085096876
chr22,24299600,24303368,GSTT2B,NM_001080843,-,ENSG00000133433,2.2181159363675955
chr22,39101806,39129592,GTPBP1,NM_004286,+,ENSG00000100226,1.5933085305042167
chr22,46692637,46726707,GTSE1,NM_016426,+,ENSG00000075218,0.7080357930536961
chr22,38201113,38203443,H1F0,NM_005318,+,N/A,-inf
chr22,50683612,50689834,HDAC10,NM_032019,-,ENSG00000100429,1.0224509277025458
chr22,21771692,21805750,HIC2,NM_015094,+,ENSG00000169635,0.887891257352457
chr22,19318223,19419219,HIRA,NM_003325,-,ENSG00000100084,1.095273387402595
chr22,35653444,35691800,HMGXB4,NR_027780,+,ENSG00000100281,1.6714733033535532
chr22,35777059,35790207,HMOX1,NM_002133,+,ENSG00000100292,1.5085119938441398
chr22,30476452,30573062,HORMAD2,NM_152510,+,ENSG00000176635,0.0
chr22,26847445,26879820,HPS4,NM_022081,-,ENSG00000100099,1.7544036826842861
chr22,29138042,29153496,HSCB,NM_172002,+,ENSG00000100209,1.7950872593207297
chr22,37154245,37172177,IFT27,NM_006860,-,ENSG00000100360,2.0918640616783932
chr22,23915312,23922495,IGLL1,NM_020070,-,ENSG00000128322,0.02955880224154443
chr22,23229959,23238013,IGLL5,NM_001256296,+,ENSG00000254709,0.0
chr22,17565850,17596584,IL17RA,NM_014339,+,ENSG00000177663,0.3364722366212129
chr22,50432941,50451055,IL17REL,NM_001001694,-,N/A,-inf
chr22,37521879,37545962,IL2RB,NM_000878,-,ENSG00000100385,0.009950330853168092
chr22,31518960,31530683,INPP5J,NM_001002837,+,ENSG00000185133,0.1310282624064042
chr22,35462129,35483380,ISX,NM_001008494,+,ENSG00000175329,0.0
chr22,39081547,39096459,JOSD1,NM_014876,-,ENSG00000100221,1.951608170169951
chr22,38822332,38851205,KCNJ4,NM_152868,-,ENSG00000168135,0.009950330853168092
chr22,37447778,37459430,KCTD17,NM_024681,+,ENSG00000100379,1.0438040521731147
chr22,38864082,38879445,KDELR3,NM_006855,+,ENSG00000100196,0.9439058989071285
chr22,45588122,45636650,KIAA0930,NM_001009880,-,ENSG00000100364,2.134166441369082
chr22,44639556,44708731,KIAA1644,NM_001099294,-,ENSG00000138944,0.058268908123975824
chr22,25423940,25593415,KIAA1671,NM_001145206,+,ENSG00000197077,0.9202827531436925
chr22,50986461,50989452,KLHDC7B,NM_138433,+,ENSG00000130487,0.009950330853168092
chr22,20795805,20850170,KLHL22,NR_033825,-,ENSG00000099910,1.916922612182061
chr22,29469065,29542808,KREMEN1,NM_001039570,+,ENSG00000183762,0.5877866649021191
chr22,41601312,41627275,L3MBTL2,NM_031488,+,ENSG00000100395,1.415853163361435
chr22,33669061,34316416,LARGE,NM_004737,-,ENSG00000133424,0.7839015438284094
chr22,44888449,44894005,LDOC1L,NM_032287,-,ENSG00000188636,1.6714733033535532
chr22,38071612,38075809,LGALS1,NM_002305,+,ENSG00000100097,3.576270509731282
chr22,37966252,37976024,LGALS2,NM_006498,-,ENSG00000100079,0.06765864847381486
chr22,30636435,30642840,LIF,NM_001257135,-,ENSG00000128342,0.009950330853168092
chr22,31608249,31676066,LIMK2,NM_005569,+,ENSG00000182541,1.4398351280479207
chr22,50941375,50946135,LMF2,NM_033200,-,ENSG00000100258,1.6770965609079151
chr22,24373116,24374043,LOC391322,NM_001144931,+,N/A,-inf
chr22,25747384,25777544,LRP5L,NM_001135772,-,N/A,-inf
chr22,21336557,21353326,LZTR1,NM_006767,+,ENSG00000099949,2.2700619012884857
chr22,38597938,38612517,MAFF,NM_012323,+,ENSG00000185022,0.3220834991691132
chr22,22113946,22221970,MAPK1,NM_002745,-,ENSG00000100030,3.068517943279639
chr22,50702141,50708779,MAPK11,NM_002751,-,ENSG00000185386,0.4382549309311553
chr22,50691330,50700089,MAPK12,NM_002969,-,ENSG00000188130,0.5187937934151676
chr22,51039130,51049979,MAPK8IP2,NM_012324,+,ENSG00000008735,0.5306282510621704
chr22,36002810,36019401,MB,NM_203377,-,ENSG00000198125,0.06765864847381486
chr22,43528211,43539403,MCAT,NM_014507,-,ENSG00000100294,1.6563214983329508
chr22,41075181,41078818,MCHR1,NM_005297,+,ENSG00000128285,0.01980262729617973
chr22,35796115,35820495,MCM5,NM_006739,+,ENSG00000100297,1.6582280766035324
chr22,20861885,20941919,MED15,NM_015889,+,ENSG00000099917,1.6253112615903906
chr22,42095517,42195459,MEI1,NM_152513,+,ENSG00000167077,0.17395330712343798
chr22,37865100,37882478,MFNG,NR_029413,-,ENSG00000100060,0.5481214085096876
chr22,39853324,39888199,MGAT3,NM_002409,+,ENSG00000128268,0.20701416938432612
chr22,18342920,18507325,MICAL3,NM_001136004,-,ENSG00000243156,1.7119945007591924
chr22,38302154,38338465,MICALL1,NM_033386,+,ENSG00000100139,0.7654678421395714
chr22,24236564,24237409,MIF,NM_002415,+,ENSG00000240972,5.41106552623979
chr22,50925212,50928750,MIOX,NM_017584,+,ENSG00000100253,0.0
chr22,40806291,41032690,MKL1,NM_020831,-,ENSG00000196588,1.275362800412609
chr22,50497819,50524358,MLC1,NM_015166,-,ENSG00000100427,0.03922071315328133
chr22,24115035,24126503,MMP11,NM_005940,+,ENSG00000099953,0.8415671856782188
chr22,28144264,28197486,MN1,NM_002430,-,ENSG00000169184,0.14842000511827322
chr22,31322599,31364187,MORC2,NM_014941,-,ENSG00000133422,1.3635373739972745
chr22,50528434,50600116,MOV10L1,NM_018995,+,ENSG00000073146,0.02955880224154443
chr22,43808019,43902800,MPPED1,NM_001044370,+,ENSG00000186732,0.0769610411361284
chr22,37415682,37425863,MPST,NM_001130517,+,ENSG00000128309,2.1482677326096886
chr22,19420035,19423596,MRPL40,NM_003776,+,ENSG00000185608,2.553343811341229
chr22,30821610,30825041,MTFP1,NM_016498,+,ENSG00000242114,1.8180767775454285
chr22,30279157,30426857,MTMR3,NM_021090,+,ENSG00000100330,2.0162354657760435
chr22,36677322,36784063,MYH9,NM_002473,-,ENSG00000100345,3.0731561705187946
chr22,26138119,26427007,MYO18B,NM_032608,+,ENSG00000133454,0.1906203596086497
chr22,42454337,42466846,NAGA,NM_000262,-,ENSG00000198951,1.7783364488959144
chr22,50946644,50958191,NCAPH2,NM_014551,+,ENSG00000025770,1.8991179875485542
chr22,37257029,37274059,NCF4,NM_013416,+,ENSG00000100365,0.30748469974796055
chr22,42481529,42486888,NDUFA6,NM_002490,-,ENSG00000184983,3.5967641652061304
chr22,29876180,29887277,NEFH,NM_021076,+,ENSG00000100285,0.85015092936961
chr22,29999544,30094589,NF2,NM_181833,+,ENSG00000186575,1.8870696490323797
chr22,42776413,42828401,NFAM1,NM_145912,-,ENSG00000235568,0.0769610411361284
chr22,42069936,42084913,NHP2L1,NM_005008,-,ENSG00000100138,3.4307561839036995
chr22,29950797,29977326,NIPSNAP1,NM_003634,-,ENSG00000184117,3.2068032436339315
chr22,38082343,38089485,NOL12,NM_024313,+,N/A,-inf
chr22,39214455,39240017,NPTXR,NM_014293,-,ENSG00000221890,0.19885085874516517
chr22,45559725,45583890,NUP50,NM_007172,+,ENSG00000093000,2.6275629501895237
chr22,50968837,50971008,ODF3B,NM_001014440,-,ENSG00000177989,0.1906203596086497
chr22,16448823,16449804,OR11H1,NM_001005239,-,ENSG00000130538,0.0
chr22,31090792,31303811,OSBP2,NM_030758,+,ENSG00000184792,1.534714366238164
chr22,30658818,30662829,OSM,NM_020530,-,ENSG00000099985,0.009950330853168092
chr22,21369441,21382302,P2RX6,NM_001159554,+,ENSG00000099957,1.1631508098056809
chr22,43265771,43411184,PACSIN2,NM_001184970,-,ENSG00000100266,2.768831673362069
chr22,50609159,50618724,PANX2,NR_027691,+,ENSG00000073150,0.12221763272424911
chr22,44395090,44565112,PARVB,NM_001003828,+,ENSG00000188677,1.5085119938441398
chr22,44568835,44603035,PARVG,NM_001137605,+,ENSG00000138964,0.22314355131420976
chr22,31721789,31742249,PATZ1,NM_032050,-,ENSG00000100105,1.2809338454620642
chr22,39619684,39640957,PDGFB,NM_002608,-,ENSG00000100311,0.27763173659827955
chr22,38054736,38062939,PDXP,NM_020315,+,ENSG00000241360,1.4279160358107101
chr22,30972611,31003000,PES1,NR_036550,-,ENSG00000100029,2.8213788864092133
chr22,18560685,18573797,PEX26,NM_017929,+,ENSG00000215193,1.3164082336557241
chr22,45277042,45405809,PHF21B,NM_001135862,-,ENSG00000056487,0.22314355131420976
chr22,41855720,41864708,PHF5A,NM_032758,-,ENSG00000100410,2.2874714551839976
chr22,21061978,21213100,PI4KA,NM_058004,-,ENSG00000241973,2.1186622548331173
chr22,38453261,38471708,PICK1,NM_001039583,+,ENSG00000100151,1.8656293177945105
chr22,31677578,31688520,PIK3IP1,NM_001135911,-,ENSG00000100100,2.0451088625993306
chr22,50354142,50357720,PIM3,NM_001001852,+,ENSG00000198355,1.1052568313867783
chr22,32014476,32026810,PISD,NM_014338,-,ENSG00000241878,2.658859956911438
chr22,28247656,28315255,PITPNB,NM_012399,-,ENSG00000180957,1.7783364488959144
chr22,25115000,25170687,PIWIL3,NM_001255975,-,N/A,-inf
chr22,46651559,46659219,PKDREJ,NM_006071,-,ENSG00000130943,0.06765864847381486
chr22,31530792,31536469,PLA2G3,NM_015715,-,ENSG00000100078,0.009950330853168092
chr22,38507501,38577836,PLA2G6,NM_001199562,-,ENSG00000184381,1.8196988379172965
chr22,50713407,50746001,PLXNB2,NM_012401,-,ENSG00000196576,1.1969481893889715
chr22,41972889,41985871,PMM1,NM_002676,-,ENSG00000100417,2.0955609235597192
chr22,44319618,44343448,PNPLA3,NM_025225,+,ENSG00000100344,0.44468582126144574
chr22,44275557,44287893,PNPLA5,NM_001177675,-,ENSG00000100341,0.0
chr22,42979726,43010962,POLDIP3,NM_032311,-,ENSG00000100227,2.201659174404085
chr22,38349673,38365319,POLR2F,NM_021974,+,ENSG00000100142,2.8875901149342877
chr22,41921802,41940479,POLR3H,NM_001018050,-,ENSG00000100413,1.6882490928583902
chr22,16256331,16287937,POTEH,NM_001136213,-,N/A,-inf
chr22,46546498,46639653,PPARA,NM_001001928,+,ENSG00000186951,1.7681496035889213
chr22,22020272,22052202,PPIL2,NM_148175,+,ENSG00000100023,1.9643112344262046
chr22,22273791,22307250,PPM1F,NM_014634,-,ENSG00000100034,1.7984040119467235
chr22,50781745,50883518,PPP6R2,NM_001242899,+,ENSG00000100239,2.0215475632609334
chr22,22890122,22901696,PRAME,NM_206954,-,N/A,-inf
chr22,18900286,18924066,PRODH,NM_016335,-,ENSG00000100033,0.0769610411361284
chr22,32077333,32146120,PRR14L,NM_173566,-,ENSG00000183530,1.809926773183504
chr22,45098381,45258664,PRR5-ARHGAP8,NM_181334,+,ENSG00000248405,0.2700271372130602
chr22,45064426,45133561,PRR5,NM_001017529,+,ENSG00000186654,1.1568811967920856
chr22,37196744,37215517,PVALB,NM_002854,-,ENSG00000100362,0.46373401623214006
chr22,23487512,23506531,RAB36,NM_004914,+,ENSG00000100228,0.7323678937132266
chr22,51205919,51222087,RABL2B,NM_001130919,-,ENSG00000079974,1.3376291891386096
chr22,37621309,37640305,RAC2,NM_002872,-,ENSG00000128340,0.41871033485818504
chr22,20105023,20114704,RANBP1,NM_002882,+,ENSG00000099901,3.674526947889536
chr22,41641614,41682216,RANGAP1,NM_002883,-,ENSG00000100401,2.431857428698185
chr22,35937351,35950045,RASD2,NM_014310,+,ENSG00000100302,0.01980262729617973
chr22,29708921,29711745,RASL10A,NM_006477,-,ENSG00000100276,0.06765864847381486
chr22,36134782,36424585,RBFOX2,NM_001082579,-,ENSG00000100320,2.7536607123542622
chr22,41347350,41369019,RBX1,NM_014248,+,ENSG00000100387,2.8231630082027146
chr22,29834571,29838444,RFPL1,NM_021026,+,N/A,-inf
chr22,32586421,32600718,RFPL2,NM_001159545,-,N/A,-inf
chr22,32750871,32757148,RFPL3,NM_006604,+,N/A,-inf
chr22,24033047,24041363,RGL4,NM_153615,+,N/A,-inf
chr22,29655843,29663914,RHBDD3,NM_012265,-,ENSG00000100263,2.169053700369523
chr22,45809573,45828295,RIBC2,NM_015653,+,ENSG00000128408,0.19885085874516517
chr22,20455993,20461786,RIMBP3,NM_015672,-,ENSG00000196622,-inf
chr22,21899957,21905373,RIMBP3B,NM_001128635,-,ENSG00000196934,-inf
chr22,21899957,21905750,RIMBP3C,NM_001128633,-,ENSG00000183246,0.04879016416943205
chr22,31556137,31603005,RNF185,NM_152267,+,ENSG00000138942,1.8213182714695995
chr22,30774802,30783302,RNF215,NM_001017981,-,ENSG00000099999,0.8415671856782188
chr22,39708886,39715670,RPL3,NM_000967,-,ENSG00000100316,5.7057472099657875
chr22,39925097,39928860,RPS19BP1,NM_194326,-,ENSG00000187051,3.267284964075888
chr22,42904340,42915829,RRP7A,NM_015703,-,ENSG00000189306,2.224623551524334
chr22,23401592,23484241,RTDR1,NM_014433,-,ENSG00000100218,0.3220834991691132
chr22,20228937,20255816,RTN4R,NM_023004,-,ENSG00000040608,0.13976194237515863
chr22,44351260,44392412,SAMM50,NM_015380,+,ENSG00000100347,2.509599262378372
chr22,50883430,50913464,SBF1,NM_002972,-,ENSG00000100241,1.6808279085207734
chr22,20778873,20792146,SCARF2,NM_153334,-,ENSG00000244486,0.23111172096338664
chr22,50961996,50964868,SCO2,NM_001169109,-,N/A,-inf
chr22,43599228,43739394,SCUBE1,NM_173050,-,ENSG00000159307,0.23901690047049992
chr22,21996541,21998588,SDF2L1,NM_022044,+,ENSG00000128228,1.597365331199831
chr22,30792929,30821291,SEC14L2,NM_012429,+,ENSG00000100003,0.6678293725756554
chr22,30855215,30868034,SEC14L3,NM_001257382,-,ENSG00000100012,0.0
chr22,30884897,30901698,SEC14L4,NM_174977,-,ENSG00000133488,0.058268908123975824
chr22,31500762,31503551,SELM,NM_080430,-,ENSG00000198832,0.8109302162163288
chr22,50639407,50656045,SELO,NM_031454,+,ENSG00000073169,1.9643112344262046
chr22,42949924,42970388,SERHL2,NM_014509,+,ENSG00000183569,0.8628899551470398
chr22,21128382,21142008,SERPIND1,NM_000185,+,ENSG00000099937,0.10436001532424286
chr22,26565439,26779563,SEZ6L,NM_001184777,+,ENSG00000100095,0.5423242908253617
chr22,30727976,30752913,SF3A1,NM_001005409,-,ENSG00000099995,1.9615022438151495
chr22,31892124,32014537,SFI1,NM_001258326,+,ENSG00000198089,1.4350845252893227
chr22,25202135,25322813,SGSM1,NM_001039948,+,ENSG00000167037,0.6043159668533296
chr22,40766594,40806293,SGSM3,NM_015705,+,ENSG00000100359,3.090132948975475
chr22,38035683,38052050,SH3BP1,NM_018957,+,ENSG00000100092,0.6151856390902335
chr22,51113069,51171640,SHANK3,NM_033517,+,ENSG00000251322,0.19885085874516517
chr22,38474143,38479170,SLC16A8,NM_013356,-,ENSG00000100156,0.1570037488096647
chr22,19163087,19166338,SLC25A1,NM_005984,-,ENSG00000100075,3.3593331775634567
chr22,41165638,41215392,SLC25A17,NM_006358,-,ENSG00000100372,1.900613874140137
chr22,18043182,18073647,SLC25A18,NM_031481,+,ENSG00000182902,0.23111172096338664
chr22,24199058,24227725,SLC2A11,NM_001024938,+,N/A,-inf
chr22,31031792,31043862,SLC35E4,NM_001001479,+,ENSG00000100036,0.36464311358790924
chr22,32439018,32509011,SLC5A1,NM_000343,+,ENSG00000100170,0.0
chr22,32614462,32651318,SLC5A4,NM_014227,-,ENSG00000100191,0.058268908123975824
chr22,21383006,21386847,SLC7A4,NM_004173,-,ENSG00000099960,0.5596157879354227
chr22,24129149,24176705,SMARCB1,NM_003073,+,ENSG00000099956,2.785628335747585
chr22,45739944,45809500,SMC1B,NM_148674,-,ENSG00000077935,0.009950330853168092
chr22,39898283,39914137,SMCR7L,NM_019008,+,N/A,-inf
chr22,31477281,31500610,SMTN,NM_134269,+,ENSG00000183963,1.2325602611778486
chr22,21213291,21245501,SNAP29,NM_004782,+,ENSG00000099940,1.5496879080283263
chr22,24951617,24968509,SNRPD3,NM_004175,+,ENSG00000100028,3.367295829986474
chr22,38368318,38380539,SOX10,NM_006941,-,ENSG00000100146,0.09531017980432493
chr22,24666789,24813708,SPECC1L,NM_015330,+,ENSG00000100014,2.3115448343655176
chr22,42229105,42302375,SREBF2,NM_004599,+,ENSG00000198911,2.5862591440482876
chr22,26879849,26887904,SRRD,NM_001013694,+,ENSG00000100104,1.6714733033535532
chr22,37602244,37608353,SSTR3,NM_001051,-,ENSG00000183473,-inf
chr22,41220600,41252687,ST13,NM_003932,-,ENSG00000100380,4.677397819984972
chr22,44220386,44258378,SULT4A1,NM_014351,-,ENSG00000130540,0.2468600779315258
chr22,39130718,39152024,SUN2,NM_001199579,-,ENSG00000100242,1.766441661243765
chr22,24577443,24585074,SUSD2,NM_019601,+,ENSG00000099994,0.04879016416943205
chr22,50989540,51001328,SYCE3,NM_001123225,-,ENSG00000217442,0.5596157879354227
chr22,32908539,33454377,SYN3,NM_001135774,-,ENSG00000185666,0.5653138090500605
chr22,39745953,39774394,SYNGR1,NM_145731,+,ENSG00000100321,1.3164082336557241
chr22,39795758,39827887,TAB1,NM_006116,+,ENSG00000100324,1.3887912413184778
chr22,30687978,30722955,TBC1D10A,NM_031937,-,ENSG00000099992,1.8991179875485542
chr22,47158517,47571342,TBC1D22A,NM_014346,+,ENSG00000054611,1.308332819650179
chr22,19744225,19754855,TBX1,NM_080647,+,ENSG00000184058,0.03922071315328133
chr22,42556018,42611445,TCF20,NM_005650,-,ENSG00000100207,1.4996230464268938
chr22,31003069,31023047,TCN2,NM_001184726,+,ENSG00000185339,1.682688374173693
chr22,41763336,41795332,TEF,NM_001145398,+,ENSG00000167074,0.8372475245337022
chr22,37387159,37403877,TEX33,NM_001163857,-,ENSG00000185264,0.0
chr22,26887893,26908437,TFIP11,NM_012143,-,ENSG00000100109,2.265921108622454
chr22,21354060,21356404,THAP7,NM_001008695,-,ENSG00000184436,2.0228711901914416
chr22,29904155,29949736,THOC5,NM_003678,-,ENSG00000100296,1.979621206397625
chr22,33196801,33259028,TIMP3,NM_000362,+,ENSG00000100234,3.0937660138253564
chr22,38615297,38669040,TMEM184B,NM_001195072,-,ENSG00000198792,0.8372475245337022
chr22,25331207,25335314,TMEM211,NM_001001663,-,ENSG00000206069,0.01980262729617973
chr22,37461478,37499693,TMPRSS6,NM_153609,-,ENSG00000187045,0.009950330853168092
chr22,42321035,42322821,TNFRSF13C,NM_052945,-,ENSG00000159958,0.058268908123975824
chr22,40440820,40731812,TNRC6B,NM_001024843,+,ENSG00000100354,1.7029282555214393
chr22,41829491,41843027,TOB2,NM_016272,-,ENSG00000183864,1.3837912309017721
chr22,35695267,35743987,TOM1,NM_001135729,+,ENSG00000100284,2.47232786758114
chr22,39077953,39080766,TOMM22,NM_020243,+,ENSG00000100216,2.6468837658647226
chr22,22311402,22337147,TOP3B,NM_003935,-,ENSG00000100038,1.3110318766193438
chr22,26921713,26986089,TPST2,NM_003595,-,ENSG00000128294,1.4350845252893227
chr22,50624359,50638027,TRABD,NM_025204,+,ENSG00000170638,1.6193882432872684
chr22,38092994,38172563,TRIOBP,NM_001039141,+,ENSG00000100106,2.1587147225743437
chr22,20099388,20104818,TRMT2A,NM_022727,-,ENSG00000099899,2.316487998163037
chr22,46731297,46753237,TRMU,NM_018006,+,ENSG00000100416,1.979621206397625
chr22,43547519,43559248,TSPO,NM_000714,+,ENSG00000100300,1.4182774069729414
chr22,19118320,19120136,TSSK2,NM_053006,+,ENSG00000206203,0.01980262729617973
chr22,37406899,37416224,TST,NM_001270483,-,ENSG00000128311,3.2782761681496484
chr22,28374001,29075853,TTC28,NM_001145418,-,ENSG00000100154,1.890095369948917
chr22,46663860,46689905,TTC38,NM_017931,+,ENSG00000075234,2.178155014615869
chr22,43435522,43485434,TTLL1,NR_027779,-,ENSG00000100271,1.2669476034873244
chr22,43562627,43583137,TTLL12,NM_015140,-,ENSG00000100304,2.613006652415316
chr22,18593452,18614498,TUBA8,NM_018943,+,ENSG00000183785,0.371563556432483
chr22,50656117,50683400,TUBGCP6,NM_020461,-,ENSG00000128159,1.534714366238164
chr22,36863092,36877687,TXN2,NM_012473,-,ENSG00000100348,3.5186840771178223
chr22,19863039,19929359,TXNRD2,NM_006440,-,ENSG00000184470,2.489064659936664
chr22,50964180,50968514,TYMP,NM_001113756,-,ENSG00000025708,0.4252677354043441
chr22,21903735,21978323,UBE2L3,NM_001256355,+,ENSG00000185651,2.7343675094195836
chr22,19437463,19466738,UFD1L,NM_005659,-,ENSG00000070010,2.8920370372152258
chr22,24891250,24922553,UPB1,NM_016327,+,ENSG00000100024,0.10436001532424286
chr22,45680867,45691755,UPK3A,NM_006953,+,ENSG00000100373,0.0
chr22,30163357,30166402,UQCR10,NM_013387,+,ENSG00000184076,4.141387168555412
chr22,18632757,18660162,USP18,NM_017414,+,ENSG00000184979,0.9042181506398858
chr22,22599199,22599926,VPREB1,NM_007128,+,ENSG00000169575,0.0
chr22,24094929,24096630,VPREB3,NM_013378,-,ENSG00000128218,2.005525858729668
chr22,42394728,42424477,WBP2NL,NM_152613,+,ENSG00000183066,0.16551443847757333
chr22,46316247,46373008,WNT7B,NM_058238,-,ENSG00000188064,0.0
chr22,29190547,29196560,XBP1,NM_001079539,-,ENSG00000100219,3.1463051320333655
chr22,17264305,17302584,XKR3,NM_175878,-,N/A,-inf
chr22,41253084,41328823,XPNPEP3,NM_022098,+,ENSG00000196236,1.4350845252893227
chr22,42017294,42060052,XRCC6,NM_001469,+,ENSG00000196419,4.522549157299754
chr22,21982377,21984340,YDJC,NM_001017964,-,ENSG00000161179,1.3635373739972745
chr22,22051825,22090071,YPEL1,NM_013313,-,ENSG00000100027,0.44468582126144574
chr22,32340478,32353590,YWHAH,NM_003405,+,ENSG00000128245,2.4932054526026954
chr22,50247496,50283726,ZBED4,NM_014838,+,ENSG00000100426,0.712949807856125
chr22,41697566,41756151,ZC3H7B,NM_017590,+,ENSG00000100403,2.0162354657760435
chr22,20119363,20135530,ZDHHC8,NM_013373,+,ENSG00000099904,0.6626879730752367
chr22,30126944,30162969,ZMAT5,NM_019103,-,ENSG00000100319,2.1174596088673567
chr22,22868060,22874613,ZNF280A,NM_080740,-,N/A,-inf
chr22,22838771,22863505,ZNF280B,NM_080764,-,ENSG00000198477,-inf
chr22,24083771,24093279,ZNF70,NM_021916,-,N/A,-inf
chr22,20748404,20762753,ZNF74,NM_001256525,+,N/A,-inf
chr22,29279754,29453476,ZNRF3,NM_001206998,+,ENSG00000183579,0.9669838461896731
chr3,137842559,137851229,A4GNT,NM_016161,-,ENSG00000118017,0.01980262729617973
chr3,151531860,151546276,AADAC,NM_001086,+,ENSG00000114771,3.2441536320524693
chr3,151451703,151475556,AADACL2,NM_207365,+,ENSG00000197953,0.0
chr3,183637723,183735727,ABCC5,NM_005688,-,ENSG00000114770,2.152924318439639
chr3,183903862,183911795,ABCF3,NM_018358,+,ENSG00000161204,2.914522218128448
chr3,111697827,111712210,ABHD10,NM_018394,+,ENSG00000144827,2.8207834710894493
chr3,52009041,52015216,ABHD14A,NM_015407,+,ENSG00000248487,1.8625285401162623
