chr,start,end,gene,transcript,strand,Ensembl_ID,lnTPM
chr2,20884817,21022827,C2orf43,NM_021925,-,ENSG00000118961,3.417726683613366
chr2,24252205,24270296,C2orf44,NM_025203,-,ENSG00000163026,2.6623552418400807
chr2,200820039,200828847,C2orf47,NM_024520,+,ENSG00000162972,3.994708372046754
chr2,10281980,10350942,C2orf48,NM_182626,+,N/A,-inf
chr2,105954012,105961984,C2orf49,NM_024093,+,ENSG00000135974,3.055415275715165
chr2,11273178,11286916,C2orf50,NM_182500,+,ENSG00000150873,0.10436001532424286
chr2,88824168,88829103,C2orf51,NM_152670,+,N/A,-inf
chr2,27359714,27362332,C2orf53,NM_178553,-,ENSG00000186143,0.0
chr2,241825464,241835573,C2orf54,NM_001085437,-,ENSG00000172478,2.6093342281630525
chr2,99410308,99552684,C2orf55,NM_207362,-,N/A,-inf
chr2,37458773,37476303,C2orf56,NM_001083946,+,N/A,-inf
chr2,232457574,232458994,C2orf57,NM_152614,+,ENSG00000177673,0.0
chr2,47314129,47382517,C2orf61,NM_001163561,-,ENSG00000239605,0.1906203596086497
chr2,219221578,219232817,C2orf62,NM_198559,+,ENSG00000158428,0.0
chr2,55399686,55459699,C2orf63,NM_001135598,-,N/A,-inf
chr2,74785009,74875164,C2orf65,NM_138804,-,N/A,-inf
chr2,197669138,197675000,C2orf66,NM_213608,-,N/A,-inf
chr2,85832375,85839179,C2orf68,NM_001013649,-,ENSG00000168887,3.7013019741124933
chr2,200775978,200792996,C2orf69,NM_153689,+,ENSG00000178074,2.89591193827178
chr2,26785480,26802395,C2orf70,NM_001105519,+,ENSG00000173557,0.0
chr2,29284555,29297127,C2orf71,NM_001029883,-,ENSG00000179270,0.0
chr2,231902280,231914427,C2orf72,NM_001144994,+,ENSG00000204128,5.066763547873856
chr2,54558070,54588714,C2orf73,NM_001100396,+,ENSG00000177994,0.1823215567939546
chr2,61372242,61391964,C2orf74,NM_001143960,+,ENSG00000237651,2.522523513359307
chr2,120060019,120124258,C2orf76,NM_001017927,-,ENSG00000186132,1.7934247485471162
chr2,170501934,170550931,C2orf77,NM_001085447,-,N/A,-inf
chr2,74011315,74044274,C2orf78,NM_001080474,+,ENSG00000187833,0.0
chr2,209030070,209054773,C2orf80,NM_001099334,-,ENSG00000188674,0.0
chr2,74641302,74644844,C2orf81,NM_001145054,-,ENSG00000159239,0.0
chr2,233734993,233741107,C2orf82,NM_206895,+,ENSG00000182600,4.341204640153626
chr2,228474805,228498036,C2orf83,NM_020161,-,N/A,-inf
chr2,191002485,191068210,C2orf88,NM_001042521,+,ENSG00000187699,1.6054298910365616
chr2,231577556,231685790,CAB39,NM_016289,+,ENSG00000135932,3.487986511734546
chr2,152689285,152955593,CACNB4,NM_001145798,-,ENSG00000182389,1.9740810260220096
chr2,27440257,27466654,CAD,NM_004341,+,ENSG00000084774,3.321793358874887
chr2,188207848,188313021,CALCRL,NM_005795,-,ENSG00000064989,0.0
chr2,47387220,47403740,CALM2,NM_001743,-,N/A,-inf
chr2,44589042,44999729,CAMKMT,NM_024766,+,ENSG00000143919,2.702032128776647
chr2,85621870,85641197,CAPG,NM_001256139,-,ENSG00000042493,2.451005098112319
chr2,241526132,241538526,CAPN10,NM_023085,+,ENSG00000142330,3.0204248861443626
chr2,30945637,31030311,CAPN13,NM_144575,-,ENSG00000162949,0.0
chr2,31395921,31440411,CAPN14,NM_001145122,-,N/A,-inf
chr2,202047620,202086383,CASP10,NM_032976,+,N/A,-inf
chr2,202098165,202152434,CASP8,NM_033355,+,ENSG00000064012,3.2816628129669656
chr2,114195267,114253781,CBWD2,NM_172003,+,ENSG00000136682,3.861571461932048
chr2,55746739,55772216,CCDC104,NM_080667,+,ENSG00000163001,3.150596984114906
chr2,219867575,219906245,CCDC108,NM_194302,-,ENSG00000181378,0.0
chr2,131095815,131099922,CCDC115,NM_032357,-,ENSG00000136710,3.0717669598299886
chr2,27848505,27851898,CCDC121,NM_024584,-,ENSG00000176714,1.3137236682850553
chr2,109403218,109492847,CCDC138,NM_144978,+,ENSG00000163006,2.9719517448885875
chr2,223162865,223169936,CCDC140,NM_153038,+,N/A,-inf
chr2,179694483,179914786,CCDC141,NM_173648,-,ENSG00000163492,0.0
chr2,74699958,74710357,CCDC142,NM_032779,-,ENSG00000135637,2.883682769745368
chr2,159027868,159313265,CCDC148,NM_138803,-,ENSG00000153237,0.16551443847757333
chr2,197504355,197597530,CCDC150,NM_001080539,+,ENSG00000144395,2.800325477211381
chr2,26624783,26679579,CCDC164,NM_145038,+,N/A,-inf
chr2,132285406,132291239,CCDC74A,NM_001258306,+,ENSG00000163040,0.0769610411361284
chr2,130896855,130902707,CCDC74B,NM_001258307,-,ENSG00000152076,0.08617769624105241
chr2,37311593,37323738,CCDC75,NM_174931,+,N/A,-inf
chr2,56411257,56613309,CCDC85A,NM_001080433,+,ENSG00000055813,0.0
chr2,55514977,55647057,CCDC88A,NM_001135597,-,ENSG00000115355,3.794364961959914
chr2,118673053,118771739,CCDC93,NM_019044,-,ENSG00000125633,3.845883202923601
chr2,228678557,228682280,CCL20,NM_001130046,+,ENSG00000115009,5.201090350786933
chr2,135676391,135716915,CCNT2,NM_001241,+,ENSG00000082258,3.3407394126250414
chr2,208576263,208620896,CCNYL1,NM_001142300,+,N/A,-inf
chr2,62095261,62115806,CCT4,NM_006430,-,ENSG00000115484,5.363449461485819
chr2,73461363,73480150,CCT7,NR_029403,+,ENSG00000135624,5.852374878706028
chr2,71057342,71062953,CD207,NM_015717,-,ENSG00000116031,0.10436001532424286
chr2,204571197,204603636,CD28,NM_001243078,+,ENSG00000178562,0.01980262729617973
chr2,160625138,160654766,CD302,NM_014880,-,N/A,-inf
chr2,87011727,87035519,CD8A,NM_001145873,-,ENSG00000153563,0.0
chr2,87042459,87089047,CD8B,NM_172101,-,ENSG00000172116,0.0
chr2,37870742,37899326,CDC42EP3,NM_006449,-,ENSG00000163171,0.01980262729617973
chr2,174219560,174233718,CDCA7,NM_145810,+,ENSG00000144354,3.9429401080628677
chr2,202671151,202760273,CDK15,NM_139158,+,ENSG00000138395,0.0
chr2,219824349,219826877,CDK5R2,NM_003936,+,ENSG00000171450,0.0
chr2,39405687,39456673,CDKL4,NM_001009565,-,ENSG00000205111,0.0
chr2,37428774,37458740,CEBPZ,NM_005760,-,ENSG00000115816,4.15481230898919
chr2,27008881,27017455,CENPA,NM_001809,+,ENSG00000115163,3.6256733782101436
chr2,25016174,25045245,CENPO,NM_001199803,+,ENSG00000138092,3.576270509731282
chr2,65283494,65314142,CEP68,NM_015147,+,ENSG00000011523,1.965712776351493
chr2,182401400,182521834,CERKL,NM_001030313,-,ENSG00000188452,0.0
chr2,169312758,169631644,CERS6,NM_203463,+,ENSG00000172292,3.087399462079815
chr2,131349737,131357148,CFC1,NM_001270420,-,ENSG00000136698,0.0
chr2,131350352,131357251,CFC1B,NM_001079530,-,ENSG00000152093,0.0
chr2,201980876,202006323,CFLAR,NM_001127184,+,ENSG00000003402,4.118549250918918
chr2,27323461,27341995,CGREF1,NM_006569,-,ENSG00000138028,2.5945081597030812
chr2,53994928,54002287,CHAC2,NM_001008708,+,ENSG00000143942,2.3646204839134985
chr2,113342035,113346617,CHCHD5,NM_032309,+,ENSG00000125611,3.160398895109225
chr2,86730552,86790620,CHMP3,NM_016079,-,ENSG00000115561,4.5976419195673
chr2,175664041,175870107,CHN1,NM_001025201,-,ENSG00000128656,0.9969486348916096
chr2,220403668,220408487,CHPF,NM_024536,-,ENSG00000123989,4.554928969551344
chr2,175612322,175629200,CHRNA1,NM_000079,-,ENSG00000138435,0.0
chr2,233390869,233401375,CHRND,NM_000751,+,ENSG00000135902,0.4054651081081644
chr2,233404436,233411038,CHRNG,NM_005199,+,ENSG00000196811,0.0
chr2,101008321,101034130,CHST10,NM_004854,-,ENSG00000115526,2.4782176616372036
chr2,96931883,96939900,CIAO1,NM_004804,+,ENSG00000144021,4.547541073151455
chr2,26804072,26864211,CIB4,NM_001029881,-,ENSG00000157884,0.0
chr2,175212877,175260443,CIR1,NM_004882,-,ENSG00000138433,3.028683373693677
chr2,113495443,113522254,CKAP2L,NM_152515,-,ENSG00000169607,2.601207105484161
chr2,122095351,122407052,CLASP1,NM_015282,-,ENSG00000074054,3.487069220736119
chr2,71035776,71047732,CLEC4F,NM_173535,-,ENSG00000152672,0.2151113796169455
chr2,29338307,29406679,CLIP4,NM_024692,+,ENSG00000115295,0.12221763272424911
chr2,201717731,201729467,CLK1,NM_004071,-,ENSG00000013441,3.7067193722422673
chr2,6988439,7006766,CMPK2,NR_046236,-,ENSG00000134326,0.6678293725756554
chr2,98962617,99015064,CNGA3,NM_001079878,+,ENSG00000144191,0.0
chr2,97481990,97501121,CNNM3,NM_199078,+,ENSG00000168763,3.5796224681769866
chr2,97426638,97477628,CNNM4,NM_020184,+,ENSG00000158158,2.244955980157409
chr2,220036618,220041702,CNPPD1,NM_015680,-,ENSG00000115649,3.589611452455267
chr2,68511302,68547183,CNRIP1,NM_001111101,-,ENSG00000119865,0.0
chr2,124782863,125672863,CNTNAP5,NM_130773,+,ENSG00000155052,0.0
chr2,99215785,99224981,COA5,NM_001008215,-,ENSG00000183513,3.675540889674756
chr2,165541257,165697928,COBLL1,NM_014900,-,ENSG00000082438,4.411099882159589
chr2,189839098,189877472,COL3A1,NM_000090,+,ENSG00000168542,0.04879016416943205
chr2,228029280,228179508,COL4A3,NM_000091,+,ENSG00000169031,0.0
chr2,227867426,228029275,COL4A4,NM_000092,-,ENSG00000081052,0.0
chr2,189896640,190044605,COL5A2,NM_000393,-,ENSG00000204262,0.6043159668533296
chr2,238280259,238322850,COL6A3,NM_057164,-,ENSG00000163359,0.0
chr2,3642421,3692234,COLEC11,NM_199235,+,ENSG00000118004,1.0750024230289759
chr2,62132802,62363205,COMMD1,NM_152516,+,ENSG00000173163,4.033709523684745
chr2,232651161,232673434,COPS7B,NM_022730,+,ENSG00000144524,3.900962058068721
chr2,237994083,238007489,COPS8,NM_006710,+,ENSG00000198612,4.400357591358605
chr2,198318230,198339851,COQ10B,NM_025147,+,ENSG00000115520,2.9569914452375605
chr2,98262520,98264657,COX5B,NM_001862,+,ENSG00000135940,5.321447783936891
chr2,42577644,42588356,COX7A2L,NM_004718,-,ENSG00000115944,4.880830283212547
chr2,207804277,207834198,CPO,NM_173077,+,N/A,-inf
chr2,211342405,211543831,CPS1,NM_001122633,+,ENSG00000021826,3.5745903077118086
chr2,9563867,9613227,CPSF3,NM_016207,+,ENSG00000119203,4.033709523684745
chr2,208394615,208470284,CREB1,NM_134442,+,ENSG00000118260,3.5937442589988975
chr2,101964815,102003965,CREG2,NM_153836,-,ENSG00000175874,0.23901690047049992
chr2,36583369,36778278,CRIM1,NM_016441,+,ENSG00000150938,3.436564525499447
chr2,46844324,46852881,CRIPT,NM_014171,+,ENSG00000119878,2.6518325211039815
chr2,219854911,219858127,CRYBA2,NM_057094,-,ENSG00000163499,0.0
chr2,209025463,209028297,CRYGA,NM_014617,-,ENSG00000168582,0.0
chr2,209007296,209010877,CRYGB,NM_005210,-,ENSG00000182187,0.0
chr2,208992860,208994554,CRYGC,NM_020989,-,ENSG00000163254,0.0
chr2,208986330,208989313,CRYGD,NM_006891,-,ENSG00000118231,0.0
chr2,166326156,166545917,CSRNP3,NM_001172173,+,ENSG00000178662,0.009950330853168092
chr2,219263060,219270664,CTDSP1,NM_001206878,+,ENSG00000144579,4.640440800070011
chr2,204732510,204738683,CTLA4,NM_005214,+,ENSG00000163599,0.04879016416943205
chr2,79740059,80875988,CTNNA2,NM_001164883,+,ENSG00000066032,0.0
chr2,225334866,225450114,CUL3,NM_003590,-,ENSG00000036257,4.220683484265119
chr2,180809603,180871780,CWC22,NM_020943,-,ENSG00000163510,3.3160025355989236
chr2,219027567,219031716,CXCR1,NM_000634,-,ENSG00000163464,0.0
chr2,218990012,219001976,CXCR2,NM_001168298,+,ENSG00000180871,0.0
chr2,136871918,136875725,CXCR4,NM_003467,-,ENSG00000121966,0.30748469974796055
chr2,237478379,237490994,CXCR7,NM_020311,+,N/A,-inf
chr2,242811885,242815482,CXXC11,NM_173821,+,N/A,-inf
chr2,172378756,172414643,CYBRD1,NM_001256909,+,ENSG00000071967,0.16551443847757333
chr2,38294745,38303323,CYP1B1,NM_000104,-,ENSG00000138061,0.08617769624105241
chr2,204103163,204170563,CYP20A1,NM_177538,+,ENSG00000119004,2.929592471049446
chr2,72356366,72374963,CYP26B1,NM_019885,-,ENSG00000003137,0.1570037488096647
chr2,219646471,219680016,CYP27A1,NM_000784,+,ENSG00000135929,4.998427750988511
chr2,127941411,127963343,CYP27C1,NM_001001665,-,N/A,-inf
chr2,10196925,10220538,CYS1,NM_001037160,-,ENSG00000205795,0.0
chr2,158271130,158300604,CYTIP,NM_004288,-,ENSG00000115165,0.0
chr2,242674029,242708231,D2HGDH,NM_152783,+,ENSG00000180902,3.138966441639899
chr2,159651828,159672496,DAPL1,NM_001017920,+,ENSG00000163331,0.0
chr2,136664253,136743222,DARS,NM_001349,-,ENSG00000115866,4.6166045636137545
chr2,120124503,120130122,DBI,NM_001079862,+,ENSG00000155368,6.555399565153345
chr2,172290760,172341562,DCAF17,NR_028482,+,ENSG00000115827,3.217675104291682
chr2,74588280,74619214,DCTN1,NR_033935,-,ENSG00000204843,4.703113260318055
chr2,15731744,15771235,DDX1,NM_004939,+,ENSG00000079785,4.966125954110298
chr2,118572254,118589953,DDX18,NM_006773,+,ENSG00000088205,4.493120682179469
chr2,220283098,220291461,DES,NM_001927,+,ENSG00000175084,0.0
chr2,179316162,179326110,DFNB59,NM_001042702,+,ENSG00000204311,0.9082585601768908
chr2,234263152,234380743,DGKD,NM_152879,+,ENSG00000077044,3.610647605844363
chr2,74153952,74186088,DGUOK,NM_080918,+,ENSG00000114956,4.609560534289384
chr2,169921298,169952677,DHRS9,NM_005771,+,ENSG00000073737,0.0
chr2,39024875,39103021,DHX57,NM_198963,-,ENSG00000163214,2.89314568477889
chr2,189598464,189654831,DIRC1,NM_052952,-,N/A,-inf
chr2,232826292,233201908,DIS3L2,NM_152383,+,ENSG00000144535,3.2924979647388146
chr2,172950207,172954401,DLX1,NM_001038493,+,ENSG00000144355,0.23901690047049992
chr2,172964165,172967478,DLX2,NM_004405,-,ENSG00000115844,0.27763173659827955
chr2,84743578,85046713,DNAH6,NM_001370,+,ENSG00000115423,0.009950330853168092
chr2,196602426,196933536,DNAH7,NM_018897,-,ENSG00000118997,0.0
chr2,220144039,220151622,DNAJB2,NM_001039550,+,ENSG00000135924,3.2335673736111907
chr2,234651395,234652661,DNAJB3,NM_001001394,-,N/A,-inf
chr2,183580998,183643255,DNAJC10,NM_018981,+,ENSG00000077232,4.518195171973685
chr2,25166504,25194963,DNAJC27,NM_016544,-,ENSG00000115137,1.2781522025001875
chr2,27498288,27504296,DNAJC5G,NM_173650,+,ENSG00000163793,0.0
chr2,230222344,230579286,DNER,NM_139072,-,ENSG00000187957,0.0
chr2,25504320,25565459,DNMT3A,NM_175630,-,ENSG00000119772,3.912023005428146
chr2,220238179,220252662,DNPEP,NM_012100,-,ENSG00000123992,4.401216329067023
chr2,225629806,225907330,DOCK10,NM_014689,-,ENSG00000135905,0.0
chr2,74776146,74784678,DOK1,NM_001197260,+,ENSG00000115325,0.37843643572024505
chr2,115199898,116602326,DPP10,NM_020868,+,ENSG00000175497,0.5538851132264376
chr2,162848754,162931052,DPP4,NM_001935,-,ENSG00000197635,4.3374214512437606
chr2,32248971,32264844,DPY30,NM_032574,-,ENSG00000162961,4.491105229700119
chr2,27070968,27173219,DPYSL5,NM_020134,+,ENSG00000157851,0.04879016416943205
chr2,74745257,74753408,DQX1,NM_133637,-,ENSG00000144045,3.2722270003651954
chr2,25600111,25896516,DTNB,NM_021907,-,ENSG00000138101,2.6253929674212007
chr2,242615156,242626383,DTYMK,NR_033255,-,ENSG00000168393,4.3556826593342794
chr2,73989324,74007284,DUSP11,NM_003584,-,ENSG00000144048,3.3830334110344844
chr2,183943286,183964722,DUSP19,NM_001142314,+,ENSG00000162999,0.9001613499442714
chr2,96808907,96811179,DUSP2,NM_004418,-,ENSG00000158050,0.0
chr2,241499470,241503431,DUSP28,NM_001033575,+,ENSG00000188542,1.6409365794934714
chr2,172543981,172604919,DYNC1I2,NM_001378,+,ENSG00000077380,4.101154654150649
chr2,44001177,44037149,DYNC2LI1,NM_016008,+,ENSG00000138036,2.7978909051019993
chr2,71680752,71913893,DYSF,NM_003494,+,ENSG00000135636,0.37843643572024505
chr2,207516344,207583120,DYTN,NM_001093730,-,ENSG00000232125,0.0
chr2,11584500,11606297,E2F6,NM_198256,-,ENSG00000169016,3.6891294228691436
chr2,233344536,233352532,ECEL1,NM_004826,-,ENSG00000171551,0.0
chr2,109510926,109605828,EDAR,NM_022336,-,ENSG00000135960,0.0
chr2,207024317,207027653,EEF1B2,NM_001959,+,ENSG00000114942,6.858092233963037
chr2,56093096,56151298,EFEMP1,NM_001039348,-,ENSG00000115380,0.0
chr2,233470766,233547491,EFHD1,NM_001243252,+,ENSG00000115468,0.5364933705145685
chr2,25264972,25382004,EFR3B,NM_014971,+,ENSG00000084710,0.371563556432483
chr2,73518056,73520829,EGR4,NM_001965,-,ENSG00000135625,0.03922071315328133
chr2,62900985,63273621,EHBP1,NM_001142615,+,ENSG00000115504,4.602667055769973
chr2,31456879,31491260,EHD3,NM_014600,+,ENSG00000013016,0.47000362924573563
chr2,37332283,37384190,EIF2AK2,NM_002759,-,ENSG00000055332,3.5298837226234783
chr2,88856258,88927094,EIF2AK3,NM_004836,-,ENSG00000172071,3.125443880075648
chr2,27587218,27593324,EIF2B4,NM_001034116,-,ENSG00000115211,4.404399485525607
chr2,233415356,233433920,EIF4E2,NM_004846,+,ENSG00000135930,4.501807672992938
chr2,99953833,100016728,EIF5B,NM_015904,+,ENSG00000158417,4.491889499529125
chr2,85581842,85618875,ELMOD3,NM_032213,+,ENSG00000115459,2.5160822672564502
chr2,27301434,27309265,EMILIN1,NM_007046,+,ENSG00000138080,2.372111155642656
chr2,42396489,42559688,EML4,NM_001145076,+,ENSG00000143924,5.264708875374207
chr2,54952148,55199156,EML6,NM_001039753,+,ENSG00000214595,3.1599747169480397
chr2,73144603,73162020,EMX1,NM_004097,+,ENSG00000135638,1.4929040961781488
chr2,119599746,119605759,EN1,NM_001426,-,ENSG00000163064,0.0
chr2,46524540,46613842,EPAS1,NM_001430,+,ENSG00000116016,4.339771321776768
chr2,120770603,120864492,EPB41L5,NM_001184939,+,ENSG00000115109,3.581572601125427
chr2,149402559,149545136,EPC2,NM_015630,+,ENSG00000135999,3.0252910757955354
chr2,47596286,47614167,EPCAM,NM_002354,+,ENSG00000119888,5.186323789587112
chr2,222282746,222437010,EPHA4,NM_004438,-,ENSG00000116106,0.0
chr2,26568953,26618759,EPT1,NM_033505,+,ENSG00000138018,3.7450234647319762
chr2,212240441,213403352,ERBB4,NM_001042599,-,ENSG00000178568,0.0
chr2,128014865,128051752,ERCC3,NM_000122,-,ENSG00000163161,3.995628589282943
chr2,54014067,54045956,ERLEC1,NM_001127398,+,ENSG00000068912,4.332442405318121
chr2,158175124,158184146,ERMN,NM_001009959,-,ENSG00000136541,0.0
chr2,239008950,239041928,ESPNL,NM_194312,+,ENSG00000144488,0.25464221837358075
chr2,67624441,67637533,ETAA1,NM_019002,+,ENSG00000143971,2.624668592163159
chr2,176944834,176948690,EVX2,NM_001080458,-,ENSG00000174279,0.0
chr2,72406443,73053177,EXOC6B,NM_015189,-,ENSG00000144036,2.847812143477369
chr2,88422507,88427650,FABP1,NM_001443,-,ENSG00000163586,6.772050096816762
chr2,96068447,96078879,FAHD2A,NM_016044,+,ENSG00000115042,3.4840054928494704
chr2,97749322,97760582,FAHD2B,NM_199336,-,ENSG00000144199,2.252343876557299
chr2,38813,46588,FAM110C,NM_001077710,-,ENSG00000184731,0.2468600779315258
chr2,203499900,203634480,FAM117B,NM_173511,+,ENSG00000138439,2.4388627112865935
chr2,131513076,131525707,FAM123C,NM_152698,+,N/A,-inf
chr2,225243414,225266711,FAM124B,NM_001122779,-,ENSG00000124019,0.0
chr2,201838440,201936392,FAM126B,NM_173822,-,ENSG00000155744,2.0930978681273213
chr2,220042938,220050197,FAM134A,NM_024293,+,ENSG00000144567,4.246350085702971
chr2,70523107,70529220,FAM136A,NM_032822,-,ENSG00000035141,4.644967655862158
chr2,279560,288308,FAM150B,NM_001002919,-,ENSG00000189292,0.0
chr2,62051982,62081278,FAM161A,NM_032180,-,ENSG00000170264,2.010894999144726
chr2,131805448,131851004,FAM168B,NM_001009993,-,ENSG00000152102,4.337029268743146
chr2,187558788,187628512,FAM171B,NM_177454,+,ENSG00000144369,0.02955880224154443
chr2,75719443,75796848,FAM176A,NM_032181,-,N/A,-inf
chr2,97541618,97652301,FAM178B,NM_001122646,-,ENSG00000168754,0.0
chr2,29204163,29275096,FAM179A,NM_199280,+,ENSG00000189350,0.34358970439007686
chr2,24397971,24414567,FAM228A,NM_001040710,+,ENSG00000186453,0.0
chr2,24346349,24392507,FAM228B,NM_001145710,+,ENSG00000219626,0.4885800148186709
chr2,16730729,16847134,FAM49A,NM_030797,-,ENSG00000197872,0.0
chr2,26395959,26412532,FAM59B,NM_001168241,+,N/A,-inf
chr2,38152461,38244884,FAM82A1,NM_001170791,+,N/A,-inf
chr2,14772809,14780168,FAM84A,NM_145175,+,ENSG00000162981,0.0
chr2,33808728,33824362,FAM98A,NM_015475,-,ENSG00000119812,4.242764567340374
chr2,58386377,58468515,FANCL,NM_018062,-,ENSG00000115392,3.1637858585502405
chr2,163027199,163100045,FAP,NM_004460,-,ENSG00000078098,0.0
chr2,242295663,242434256,FARP2,NM_014808,+,ENSG00000006607,3.4423393249933305
chr2,223436161,223520827,FARSB,NM_005687,-,ENSG00000116120,3.7549012496559335
chr2,170386262,170430424,FASTKD1,NM_024622,-,ENSG00000138399,3.3006401266708405
chr2,207630111,207660911,FASTKD2,NM_001136194,+,ENSG00000118246,3.7764323511217976
chr2,112895961,112945791,FBLN7,NM_001128165,+,ENSG00000144152,1.7369512327330598
chr2,48034058,48132932,FBXO11,NM_001190274,-,ENSG00000138081,3.5882300459640066
chr2,230787206,230877825,FBXO36,NM_174899,+,ENSG00000153832,1.0986122886681098
chr2,73481809,73496758,FBXO41,NM_001080410,-,ENSG00000163013,2.1838015570040787
chr2,68689504,68694390,FBXO48,NM_001024680,-,ENSG00000204923,0.6043159668533296
chr2,97308573,97370624,FER1L5,NM_001113382,+,ENSG00000249715,0.04879016416943205
chr2,219845808,219850379,FEV,NM_017521,-,ENSG00000163497,0.0
chr2,36779403,36825332,FEZ2,NM_001042548,-,ENSG00000171055,3.6065842113871063
chr2,105977282,106055230,FHL2,NM_201557,-,ENSG00000115641,0.9969486348916096
chr2,71004441,71017775,FIGLA,NM_001004311,-,ENSG00000183733,0.0
chr2,164464117,164592513,FIGN,NM_018086,-,ENSG00000182263,2.050270164379556
chr2,24272583,24286550,FKBP1B,NM_054033,+,ENSG00000119782,3.408834808791367
chr2,179328390,179343355,FKBP7,NM_001135212,-,ENSG00000079150,2.5855058483441162
chr2,153191750,153506348,FMNL2,NM_052905,+,ENSG00000157827,4.204543354520176
chr2,216279383,216300791,FN1,NM_054034,-,ENSG00000115414,7.7738847071044646
chr2,27714749,27718126,FNDC4,NM_022823,-,ENSG00000115226,2.2364452904895007
chr2,28615778,28637516,FOSL2,NM_005253,+,ENSG00000075426,1.2178757094949273
chr2,114256660,114258727,FOXD4L1,NM_012184,+,N/A,-inf
chr2,88747725,88752053,FOXI3,NM_001135649,-,ENSG00000214336,0.0
chr2,48541794,48606434,FOXN2,NM_002158,+,ENSG00000170802,2.8154087194227095
chr2,183698004,183731498,FRZB,NM_001463,-,ENSG00000162998,0.02955880224154443
chr2,49189295,49381666,FSHR,NM_181446,-,ENSG00000170820,0.0
chr2,186603354,186698016,FSIP2,NM_173651,+,N/A,-inf
chr2,208627309,208634143,FZD5,NM_003468,-,ENSG00000163251,3.424588334452731
chr2,202899309,202903160,FZD7,NM_003507,+,ENSG00000155760,0.09531017980432493
chr2,169757749,169766510,G6PC2,NM_021176,+,ENSG00000152254,0.0
chr2,171673199,171699269,GAD1,NM_013445,+,ENSG00000128683,0.058268908123975824
chr2,242716239,242743702,GAL3ST2,NM_022134,+,ENSG00000154252,0.9745596399981308
chr2,38893051,38961909,GALM,NM_138801,+,ENSG00000143891,4.203647297112551
chr2,154728425,155310489,GALNT13,NM_052917,+,ENSG00000144278,1.3110318766193438
chr2,31133330,31361592,GALNT14,NR_045602,-,ENSG00000158089,0.0
chr2,166604312,166650803,GALNT3,NM_004482,-,ENSG00000115339,0.2151113796169455
chr2,158114339,158167913,GALNT5,NM_014568,+,ENSG00000136542,0.0
chr2,237074306,237076652,GBX2,NM_001485,-,ENSG00000168505,0.0
chr2,163200582,163219148,GCA,NM_012198,+,ENSG00000115271,3.4864572256129787
chr2,109065576,109125854,GCC2,NM_181453,+,ENSG00000135968,3.1994891110680106
chr2,75928908,75938111,GCFC2,NM_001201335,-,ENSG00000005436,3.603049197508743
chr2,162999378,163008914,GCG,NM_002054,-,ENSG00000115263,0.0
chr2,27719705,27746550,GCKR,NM_001486,+,ENSG00000084734,2.578700529074361
chr2,20866423,20871250,GDF7,NM_182828,+,ENSG00000143869,2.336986519711378
chr2,39005326,39009106,GEMIN6,NM_024775,+,ENSG00000152147,3.2499868198932536
chr2,17935176,17966632,GEN1,NM_182625,+,ENSG00000178295,3.12412548832239
chr2,69546900,69614386,GFPT1,NM_002056,-,ENSG00000198380,4.071075935282746
chr2,85771977,85788657,GGCX,NM_000821,-,ENSG00000115486,4.416790314610172
chr2,233562014,233725289,GIGYF2,NM_001103146,+,ENSG00000204120,4.011144096295953
chr2,69201704,69208112,GKN1,NM_019617,+,ENSG00000169605,0.0
chr2,69172363,69180102,GKN2,NM_182536,-,ENSG00000183607,0.0
chr2,220101502,220110131,GLB1L,NM_024506,-,ENSG00000163521,1.6174060820832772
chr2,121554866,121750229,GLI2,NM_005270,+,ENSG00000074047,0.0
chr2,191745546,191830270,GLS,NM_014905,+,ENSG00000115419,4.550502784645783
chr2,70056817,70106727,GMCL1,NM_178439,+,ENSG00000087338,3.125443880075648
chr2,220363586,220371718,GMPPA,NM_013335,+,ENSG00000144591,4.275554390163365
chr2,85921413,85925875,GNLY,NM_012483,+,N/A,-inf
chr2,171784947,171823643,GORASP2,NM_001201428,+,ENSG00000115806,4.950814515777717
chr2,96687693,96700727,GPAT2,NM_207328,-,ENSG00000186281,0.0
chr2,219125737,219128582,GPBAR1,NM_170699,+,ENSG00000179921,0.13976194237515863
chr2,241375114,241407495,GPC1,NM_002081,+,ENSG00000063660,2.3045830956567186
chr2,157291964,157442915,GPD2,NM_001083112,+,ENSG00000115159,0.04879016416943205
chr2,27851514,27873713,GPN1,NM_001145049,+,ENSG00000198522,3.855452653939752
chr2,207040041,207082771,GPR1,NM_005279,-,ENSG00000183671,0.0
chr2,26531040,26569685,GPR113,NM_153835,-,ENSG00000173567,0.19885085874516517
chr2,131486642,131487909,GPR148,NM_207364,+,N/A,-inf
chr2,175296299,175351816,GPR155,NM_001267051,-,ENSG00000163328,0.10436001532424286
chr2,128403438,128410213,GPR17,NM_001161417,+,ENSG00000144230,0.0
chr2,241544824,241570676,GPR35,NM_001195382,+,ENSG00000178623,2.9871959425317045
chr2,133174146,133404169,GPR39,NM_001508,+,ENSG00000183840,0.5423242908253617
chr2,105858199,105859924,GPR45,NM_007227,+,ENSG00000135973,0.0
chr2,231772042,231789941,GPR55,NM_005683,-,ENSG00000135898,0.0
chr2,53897449,54087170,GPR75-ASB3,NM_001164165,-,ENSG00000115239,2.9652730660692823
